NOMBRE_LOCAL,UBICACION
ROCHAS (Estella-Lizarra),"CALLE PRINCIPE DE VIANA, 16 -"
ROCIAL (Oliva),"VALENCIA, 14 - Oliva"
ROCK CAFE (Ourense),"PENA CORNEIRA, 2 -"
ROCK N BEER (Barakaldo),"CASTILLA-LA MANCHA, 0008 -"
ROMA,"Calle ROSALIA DE CASTRO ,61 - Castroverde"
ROMA (RIVIERA),"Calle HERNAN CORTES ,17 - Elda"
ROMASANTA (Logroño),PORTUGAL 2 -
ROMPEOLAS,"DA MARIÑA, 83 -"
RONCESVALLES (Estella-Lizarra),"CALDERERIA, 26 -"
RONSEL I (Naron),"ESTRADA DE CASTELA, 224 -"
ROSALAR,"Avenida ASTURIAS ,22 - Ribadeo"
ROSALIA (Ponteceso),"AVDA EDUARDO PONDAL, 3 -"
ROSALIA DE CASTRO (Fismare - Negreira),"ROSALIA DE CASTRO, 7 -"
ROSALIA DE CASTRO (Santiago De Compostela),"ROSALIA DE CASTRO, 71 -"
ROSE MARY,"Maria Moliner, 7 - Alcobendas"
ROTHABERIS (Barakaldo),"CALLE LA PAZ, 7 -"
ROVERS RETURN (Benidorm),"GERONA (EDIF. NIZA), 19 -"
ROYALE TEYMA,"Avenida BERGANTIÑOS ,29 - Ponteceso"
RUADA,Carretera MUELLE-ESCARABOTE S/N - Boiro
RUANO,"CL FERNANDO PESSOA, 5 - Madrid"
RUIZ,"Avenida BLASCO IBAÑEZ ,13 - Picassent"
RUTA 11 (O Barco),"Paseo MALECON, 22 -"
RUZAFA SALON_Old,"Calle RUZAFA ,24 - Valencia"
Recreo,"Plaza DE LOS ESTUDIOS ,2 - Donostia"
Rils (Noia),"Egas Moniz, 5 - Noia"
Rincon De Julio (Logroño),"Avenida DE LA PLAYA,5 - Logroño"
Riojanito (Vitoria),Calle De Los Reyes De Navarra 37 - Vitoria-Gasteiz
Riosol (Monforte),"Praza Da Estacion, 2 - Monforte De Lemos"
S J Azar Casino Vicalvaro,"Condesa Vega Del Pozo, 8 - Madrid"
S J Briñas (Bilbao),"Luis Briñas, 29 - Bilbao"
S J Cehegin,"Gran Via, 47 - Cehegín"
S J Comar Enjoy Playing Gijon,"Schultz, 104 -"
S J Emotiva 17 (Guadalajara),"Castilla, 14 Local B - Guadalajara"
S J Estrella Park Avenida Constitucion (Gijon),"De La Constitución, 18 -"
S J Estrella Park Bernabe (Oviedo),"San Bernabe, 10 -"
S J Estrella Park Fortuna (Gijon),"Palacio Valdes, 3 -"
S J Estrella Park General Zuvillaga (Oviedo),"General Zuvillaga, 2 -"
S J Lbo Entrevias (Madrid),"Lagartera, 15 - Madrid"
S J MAZARRON,"DOCTOR MECA, 56 - Puerto De Mazarrón"
S J Trebol XXXIII,"Paso De La Feria, 17 - Los Alcázares"
S APOSTOL (Ceuta),"DOCTOR MARAÑON, 0 -"
S J Alameda Azar (Santander),"Jesus De Monasterio, 19 - SANTANDER"
S J Azar Plaza (Santander),"Hernan Cortes, 19 - SANTANDER"
S J Azar San Fernando (Santander),"De Cuevas, 4 - SANTANDER"
S J Bingo Royal Salamanca,"Calle Franciscas, 2 - Salamanca"
S J Casino Conde Luna (Leon),"Calle GENERAL LAFUENTE,2 - León"
S J Casino Ribera Del Tormes (Salamanca),"Calle LA PESCA, 5 - Salamanca"
S J Comar E P Villarrosa,"Plaza Del Mercado, 3 - Salamanca"
S J Comar E P Zamora,CORTINAS DE SAN MIGUEL - Zamora
S J Comar Enjoy Playing Santiago (Santiago De Compostela),"Montero Rios, 40 - Santiago De Compostela"
S J Escalantes (Santander),"Los Escalantes, 7 - SANTANDER"
S J La Parada Azar (Santander),"Calderon De La Barca, 14 - SANTANDER"
S J Puerto Chico (Santander),"Casimiro Sainz, 19 - SANTANDER"
S J RAMBO (Murcia),"DEL PROGRESO, 111 -"
S J Trebol XXXIX,"Gran Via De La Manga S/N , EDIF. Hawai 6, Bajo - La Manga Del Mar Menor"
S J Trebol XXXVIII,Abenarabi - Murcia
S J Atalayas,"Isla Cristina, 12 -"
S J Botanico Rualasal Azar (Santander),"Rualasal, 1 - SANTANDER"
S J EMOTIVA 22 (PUERTO),"Del Puerto, 32 -"
S J EMOTIVA 28 (CANALS),"PLAÇA DEL MERCAT, 27 -"
S J EMOTIVA 29 (Orihuela),"AV. TEODOMIRO, 58 -"
S J Emotiva 2 (Valdepeñas),"Primero De Julio, 77 -"
S J Emotiva 21 (Jesus),"Jesus, 79 -"
S J Emotiva 23 (Elche),"PABLO PICASSO, 14 -"
S J Emotiva 25 (Cullera),"Plaça Sant Isidre, 12 -"
S J Emotiva 27 (Alzira),"De Los Santos Patronos, 5 -"
S J LBO ARAVACA (Madrid),"GALAXIA, 8 -"
S J LBO ATRIO (Leganes),"AVENIDA REINA SOFIA, 10 -"
S J LBO CALLE ALEJANDRO ALONSO PENA (Collado Villalba),"ALEJANDRO ALONSO PENA, 4 -"
S J LBO CORUÑA (HERCULES),"Avenida HERCULES ,90 - A Coruña"
S J LBO MAS PESETA (Madrid),"DE LA PESETA, 58 -"
S J LBO MAS SEVILLA LA NUEVA,"SEVILLANOS, 13 -"
S J LBO MORATA J (Morata De Tajuña),"MOLINO, 2 -"
S J LBO ORCASITAS J (Madrid),"GRAN AVENIDA, 24 -"
S J LBO PINTO (Pinto),"ALFARO, 14 -"
S J LBO PODIUM,"Puerta De Cuartos, 9 -"
S J LBO RIBADAVIA (Ribadavia),"SALGADO MOSCOSO, 2 -"
S J LBO SAN CIPRIANO VICALVARO J (Madrid),"SAN CIPRIANO, 35 -"
S J LBO SAN CRISTOBAL J (Madrid),"BENIFERRI, 1 -"
S J LBO SANTA MARTA J (Madrid),"MANCO DE LEPANTO, 6 -"
S J LBO TORRES DE LA ALAMEDA,"CALLE MADRID, 10 -"
S J LBO VALDEBERNARDO J (Madrid),"BULEVAR INDALECIO PRIETO, 32 -"
S J LBO VISTA ALEGRE (Madrid),"PLAZA DE TOROS, 5 -"
S J Lbo Tamos (Albacete),"RAMON MENENDEZ PIDAL,59 - Albacete"
S J Lbo Villaverde,"Calle MARIA MARTINEZ OVIOL,1 - Madrid"
S J PUERTO (Puertollano),"FULGENCIO ARIAS, 2 -"
S J Trebol XXXVII,"Carlos Marin Menu, 4 -"
SABROSA,"Paseo De Ronda, 35 -"
SAGA,"Avenida FINISTERRE ,125 - Arteixo"
SAIMOR (Aldaia),Avinguda De La Concòrdia 5 - Aldaia
SALA LICEO,"Calle ANTONIO LOPEZ ,174 - Madrid"
SALAMANCA (Vitoria-Gasteiz),"ADURTZA, 2 -"
SALGADO (Arteixo),"RUA RIO ULLA, 5 -"
SALON ABEL (Huelva),"ALONSO DE ERCILLA, 24 -"
SALON ADMIRAL ANDUJAR,"CALLE LOS HORNOS, 57 -"
SALON ADMIRAL ANTEQUERA (Antequera),"CANTAREROS, 24 -"
SALON ADMIRAL ANTONIO MAURA (Cordoba),GRAN VIA PARQUE -
SALON ADMIRAL AVENIDA DE PORTUGAL (Salamanca),"PORTUGAL, 154 -"
SALON ADMIRAL BADAJOZ (Badajoz),"Avenida MARIA AUXILIADORA, 49 -"
SALON ADMIRAL BALBOA (Valladolid),"CALLE PORTILLO DE BALBOA, 29 -"
SALON ADMIRAL CACERES (Caceres),"Avenida ANTONIO HURTADO, 6 -"
SALON ADMIRAL CONDES SAN ISIDRO (Fuengirola),"CONDES DE SAN ISIDRO, 32 -"
SALON ADMIRAL EMBAJADORES (Valladolid),"EMBAJADORES, 28 -"
SALON ADMIRAL FEDERICO ANAYA (Salamanca),"FEDERICO ANAYA, 36 -"
SALON ADMIRAL LABRADORES (Valladolid),"LABRADORES, 6 -"
SALON ADMIRAL MERIDA,"REINA SOFIA, 12 -"
SALON ADMIRAL PUENTE GENIL,"SUSANA BENITEZ, 46 -"
SALON ADMIRAL SAN PEDRO (San Pedro Alcantara),"MARQUES DEL DUERO, 82 -"
SALON AGUADULCE SANTA FE,"Avenida SANTA FE, 1 -"
SALON ALAI (Pamplona),"Calle TAJONAR ,7 - Pamplona"
SALON ALCALA ( Alcala De Henares),CALLE MURILLO 5 -
SALON ALCALDE CONANGLA (Albacete),"ALCALDE CONANGLA, 98 -"
SALON ALCANTARILLA (Sangonera Seca),"VELAZQUEZ, 0008 -"
SALON ALCORA (Castellon De La Plana),"AV. DE ALCORA, 89 -"
SALON ALCORCON (Alcorcon),"AVENIDA LEGANES, 1 -"
SALON ALFAFAR,"Calle RAMON LACREU NAVARRO ,2 - Alfafar"
SALON ALL IN II EL MIRADOR,Calle Del Molino De Viento 15 -
SALON ALMADEN (Almaden),"Calle CACERES, 27 -"
SALON ALMANSA,"CALLE NUEVA, 18 -"
SALON ALMODOVAR (Almodovar Del Campo),"CAMINO TAZAPLATA, S/N -"
SALON ARENAL 1 FORTUNA (S Arenal),"CARTAGO, 46 -"
SALON ARENAL 2 RIVIERA (S Arenal),"CARTAGO, 11 -"
SALON ARENAL 3 MALIBU (Can Pastilla),"BARTOMEU RIUTORT, 89 -"
SALON AS DE PICAS ARNEDO (Arnedo),"LA CONSTITUCION,56 -"
SALON AS DE PICAS CASTRO (Castro Urdiales),"LA RONDA, 32 -"
SALON AS DE PICAS CLUB DEPORTIVO (Logroño),"CLUB DEPORTIVO, 76 -"
SALON AS DE PICAS ESTACION (Santander),"CASTILLA, 15 -"
SALON AS DE PICAS FLORANES (Santander),"FLORANES, 51 -"
SALON AS DE PICAS GALDOS (Logroño),"PEREZ GALDOS, 22 -"
SALON AS DE PICAS JOCKER (Logroño),"PARQUE RIOJA, 1 -"
SALON AS DE PICAS LA ANTIGUA (Burgos),"VITORIA, 261 -"
SALON AS DE PICAS LA PAZ (Logroño),"LA PAZ, 43 -"
SALON AS DE PICAS LAS REDERAS (Santander),"LAS REDERAS, 4 -"
SALON AS DE PICAS MIRANDA (Miranda De Ebro),"RAMON Y CAJAL, 14 -"
SALON AS DE PICAS NAJERA,"SAN JULIAN, 3 -"
SALON AS DE PICAS PORTALES (Logroño),"PORTALES, 34 -"
SALON AS DE PICAS VEGA 27 (Burgos),"VEGA, 27 -"
SALON ATLANTA ECIJA (Ecija),Calle De Mendoza 11 - Écija
SALON AVD MEDITERRANEO (Madrid),Avenida Mediterraneo 15 -
SALON AVENIDA (Fuenlabrada),"EUROPA, 5 -"
SALON AZAR CASINOS CONDE DE CASAL (Madrid),"CalleDOCTOR ESQUERDO, 130 - Madrid"
SALON BAÑERES (Banyeres De Mariola),"AVINGUDA DE LA CONSTITUCIÓ, 42 -"
SALON BEER AND WIN (Zaragoza),"Avenida SAN JUAN DE LA PEÑA ,184 - Zaragoza"
SALON BELGICA (Algeciras),"Avenida BELGICA, 11 -"
SALON BENETUSSER,"Calle CAMI NOU ,2 - Benetússer"
SALON BENISSA (Benissa),"Pais Valencia, 67 -"
SALON BETEA (Torrejon De Ardoz),"LISBOA, 35 -"
SALON BOLLULLOS (Bollullos Par Del Condado),"VEINTIOCHO DE FEBRERO, 86 -"
SALON BRAVO MURILLO (Madrid),"CALLE SAN GERMAN, 57 -"
SALON BURJASSOT,"Calle PI I MARGALL ,4 - Burjassot"
SALON CABEZO DE TORRES,"FRANCISCO DE MONCADA, 16 -"
SALON CALPE (Calpe),"CALLE ISLA FORMENTERA, 22 -"
SALON CANTILLOS (Marchena),"SAN SEBASTIAN, 1 -"
SALON CARTAGENA (Madrid),"CALLE CARTAGENA, 115 -"
SALON CASAS IBAÑEZ (Casas Ibañez),"ALBOREA, 2 -"
SALON CASINO ADMIRAL GRANADA (Barrio Monachil),"CALLE GRANADA, 51 -"
SALON CASIOPEA (Alicante),"CASIOPEA, 34 -"
SALON CAUDETE,"ALCALDE LUIS PASCUAL, 7 - Caudete"
SALON CENTAURO CALLOSA (Callosa De Segura),"CALLE ALAMEDA MANUELA AMO NADAL, 1 -"
SALON CENTURION,"LOS PRADOS, 0005 -"
SALON COBO CALLEJA,"Calle RIO EBRO CC Fenix(P.L.Cobocalleja) ,13 - Fuenlabrada"
SALON COFFEE AND PLAY LEON XIII (Sevilla),"LEON XIII, 11 -"
SALON CORDOBA (Ecija),"CORDOBA, 15 -"
SALON CORIA (Coria Del Rio),"PERU, 4 -"
SALON CRYSTAL GAMES (Arta),"CARRER DE SANTA MARGALIDA, 28 -"
SALON CUBA (Valencia),"Calle CENTELLES ,49 - Valencia"
SALON DE JUEGO AZUAGA (Azuaga),"CAROLINA CORONADO, 2 -"
SALON DE JUEGO JUBELMAR PUERTO DEPORTIVO ESTEPONA,"Urbanización PUERTO DEPORTIVO, 0 -"
SALON DE JUEGOS AZAR CASINOS POZUELO,"Plaza REY, 3 - Pozuelo De Alarcón"
SALON DE JUEGOS COOL PLAYING,"Paseo EXTREMADURA Esq.Plaza Puerta Del Angel ,34 - Madrid"
SALON DE JUEGOS SPORT BAR VENGHO,CALLE MARQUES DE SANTILLANA 0127 -
SALON DELICIAS (Madrid),"PASEO DELICIAS, 74 -"
SALON DENIA MAGARIN (Denia),"Calle PATRICIO FERRANDIS ,21 - Dénia"
SALON DOBLON (Alcala De Henares),"NARDO, 6 -"
SALON DOLORES (Dolores),"CALLE SAN ISIDRO, 3 -"
SALON EASY WIN GUADALHORCE (Malaga),"CALLE HERMANAS BRONTE, 0004 -"
SALON EASY WINN OASIS (Coin),"Plaza PRINCIPE DE ESPAÑA, 26 -"
SALON EL CONVENTO (Gerena),"CALLE PIEDRA CABALLERA, 0000 -"
SALON EL GALLO (Moron De La Frontera),"DE AYUNTAMIENTO, 3 -"
SALON ELCHE (Arbres - Elche),"CALLE ARBRES, 28 -"
SALON EMOTIVA 101 (Sant Vicent Del Raspeig),Colonia Santa Isabel 9 -
SALON EMOTIVA 104 (Guardamar),"AVENIDA MADRID, 0012 -"
SALON EMOTIVA 11 (CAMPELLO),"SANT FRANCESC, 35 -"
SALON EMOTIVA 48 (Burriana),"CARDENAL VICENTE ENRIQUE Y TARANCON, 18 -"
SALON EMOTIVA 61 (Don Benito),"AYALA, 12 -"
SALON EMOTIVA 62 (ALMENDRALEJO),"LA PAZ, 9 -"
SALON EMOTIVA 63 (Sinforiano M-Badajoz),"SINFORIANO MADROÑERO, 22 -"
SALON EMOTIVA 66 (MERIDA),"JUAN CARLOS I, 17 -"
SALON EMOTIVA 70 (Picassent),"DOCTOR FLEMING, 12 -"
SALON EMOTIVA 71 (Almazora),"JOSE ORTIZ, 103 -"
SALON EMOTIVA 72 (JAVEA),"REI JUAN CARLOS I, 18 -"
SALON EMOTIVA 73 (Fortuna),"JUAN RAMON JIMENEZ, 30 -"
SALON EMOTIVA 78 (Alicante),"CARDENAL FRANCISCO ALVAREZ, 1 -"
SALON EMOTIVA 94 (YECLA),"CALLE PRIMERO DE MAYO, 13 -"
SALON EMOTIVA 95 (Santa Pola),"CARRETERA CV-865, 32 -"
SALON EMOTIVA 99 (VICENTE PUCHOL),"AVENIDA VICENT PUCHOL, 66 -"
SALON ESTABLECIMIENTO DE JUEGOS HONRUBIA (Honrubia),"CARRETERA 3112 KM 27,5 -"
SALON EUROLENZ ANIBAL GONZALEZ (Sevilla),"ANIBAL GONZALEZ, 1 -"
SALON EUROLENZ CUBA (Coria Del Rio),"CUBA, 2 -"
SALON EUROPLAY (Madrid),"LOGROÑO, 148 -"
SALON FERNANDEZ DE LOS RIOS (Madrid),Calle Fernandez De Los Rios 79 -
SALON FERNANDO EL CATOLICO (Castellon De La Plana),"FERNANDO EL CATOLICO, 28 -"
SALON FUENSALIDA,"BEATO JUAN DE AVILA, 7 - Fuensalida"
SALON FUENTE OLLETAS (Malaga),"ALAMAEDA DE CAPUCHINOS, 85 -"
SALON GATA DE GORGOS,"LA MARINA ALTA, 188 -"
SALON GENERAL RICARDOS (Madrid),Calle General Ricardos 150 -
SALON GOLDEN (Sevilla),"ALCALDE JUAN FERNANDEZ, 20 -"
SALON GRAN CASINO MELILLA,"Puerto Deportivo Noray, 11 -"
SALON GRAN COMODIN (Albacete),"TORRES QUEVEDO, 36 -"
SALON GUABAIRO (Madrid),"GUABAIRO, 17 -"
SALON HENARES (Coslada),"Calle LORENZO BOSQUET,8 - Coslada"
SALON HERMANOS FALCO,"CALLE HERMANOS FALCO, 34 -"
SALON HIPICA (Valladolid),"HIPICA, 3 -"
SALON IBI (Ibi),"Avenida JUAN CARLOS I, 4 -"
SALON JAVEA,"Calle ANDRES LAMBERT ,11 - Xàbia"
SALON JOKER ADRA NATALIO RIVAS,"NATALIO RIVAS, 7 -"
SALON JOKER ALBAL CARLOS FERRIS,"PADRE CARLOS FERRIS, 62 -"
SALON JOKER ALBORAYA AUSIAS MARCH,"AUSIAS MARCH, 6 -"
SALON JOKER ALCALA GUADAIRA MOLINO,"MOLINO DE LA TAPADA, 1 -"
SALON JOKER ALGECIRAS LA PALMA (Algeciras),"DE NUESTRA SRA. DE PALMA, 9 -"
SALON JOKER ALJUCER PALMAR,"AVENIDA PALMAR, 376 -"
SALON JOKER ALMERIA CANONIGO,"Canonigo Molina Alonso, 2 -"
SALON JOKER ALMERIA CARRETERA MALAGA (Almeria),"CARRETERA DE MALAGA, 23 -"
SALON JOKER ALMERIA SAN JUAN DE LA CRUZ,"SAN JUAN DE LA CRUZ, 4 -"
SALON JOKER ALQUIAN CARRETERA NIJAR (Alquian),"NIJAR ALQUIAN, 58 -"
SALON JOKER ARMILLA FERNANDO RIOS,"FERNANDO DE LOS RIOS, 3 -"
SALON JOKER BADAJOZ CARAPETO (Badajoz),"RICARDO CARAPETO ZAMBRANO, 60 -"
SALON JOKER BADAJOZ VALLADOLID (Badajoz),"VALLADOLID, 1 -"
SALON JOKER BENALMADENA CONSTITUCION,"LA CONSTITUCION, 0008 -"
SALON JOKER CARTAGENA FLORIDABLANCA,"Calle FLORIDABLANCA ,10 - Cartagena"
SALON JOKER CORDOBA COMPOSITOR,"AV. DEL ARCANGEL, S/N -"
SALON JOKER EJIDO BULEVAR (El Ejido),"BULEVAR DE EL EJIDO, 173 -"
SALON JOKER EL BOTI (Murcia),"Calle MAYOR, 8 -"
SALON JOKER EL PALO SALVADOR ALLENDE,"SALVADOR ALLENDE, 92 -"
SALON JOKER ESPINARDO JUAN CARLOS I,"JUAN CARLOS I, 161 -"
SALON JOKER GANDIA NEPTUNO (Grao De Gandia),"MARITIM NEPTU, 67 -"
SALON JOKER GRANADA CARRETERA MALAGA 69,"ANTIGUA DE MALAGA,69 -"
SALON JOKER GRANADA FONTIVEROS (Granada),"PLAZA FONTIVEROS, 4 -"
SALON JOKER GRANADA JUAN PABLO II,"JUAN PABLO II, 64 -"
SALON JOKER GRANADA NEVADA SHOPPING (Armilla),"AVENIDA LAS PALMERAS, 75 -"
SALON JOKER GUADIX MARIANA PINEDA,"MARIANA PINEDA, 49 -"
SALON JOKER ISLA CRISTINA RAMON NOYA,"PROFESOR RAMON NOYA, 10 -"
SALON JOKER JAEN PINZON (Jaen),"HERMANOS PINZON, 1 -"
SALON JOKER LORCA JUAN CARLOS I,"Avenida JUAN CARLOS I ,52 - Lorca"
SALON JOKER MALAGA BRAHMS (Malaga),"Calle BRAHMS, 3 -"
SALON JOKER MALAGA CARBONERO,"MORENO CARBONERO, 10 -"
SALON JOKER MALAGA HILERA (Malaga),"CALLE HILERA, 6 -"
SALON JOKER MALAGA LA UNION,"LA UNION, 71 -"
SALON JOKER MALAGA LOPE DE RUEDA,"LOPE DE RUEDA, 51 -"
SALON JOKER MALAGA OLLETAS (Malaga),"PLAZA OLLETAS, 8 -"
SALON JOKER MALAGA ORTEGA Y GASSET (Malaga),"JOSE ORTEGA Y GASSET, 121 -"
SALON JOKER MALAGA VELAZQUEZ (Malaga),"Avenida VELAZQUEZ, 17 -"
SALON JOKER MELILLA ASTILLEROS (Melilla),"GENERAL ASTILLEROS, 58 -"
SALON JOKER MELILLA EJERCITO (Melilla),"Ejercito Español, 10 -"
SALON JOKER MELILLA POLAVIEJA (Melilla),"GENERAL POLAVIEJA, 25 -"
SALON JOKER MELILLA TENIENTE (Melilla),"Teniente Casaña, 1 -"
SALON JOKER MELILLA VILLALBA (Melilla),"Calle Gral. Villalba, 1 -"
SALON JOKER MOTRIL AVENIDA SALOBREÑA,"DE SALOBREÑA, 14 -"
SALON JOKER OGIJARES DILAR,"GR-3209, 17 -"
SALON JOKER RONDA MASSAGUER (Ronda),"JOSE LUIS ORTIZ MASSAGUER, 9 -"
SALON JOKER ROQUETAS CURRO ROMERO,"CURRO ROMERO, 20 -"
SALON JOKER SALOBREÑA ALBORAN,ALBORAN -
SALON JOKER SAN VICENTE CUBA,"CALLE CUBA, 2 -"
SALON JOKER SEVILLA LA PAZ (Sevilla),"LA PAZ, 18 -"
SALON JOKER SILLA VALENCIA,"VALENCIA, 2 -"
SALON JOKER UBEDA TORRENUEVA (Ubeda),"TORRENUEVA, 1 -"
SALON JOKER VALENCIA MARINO SIRERA,"MARINO SIRERA, 8 -"
SALON JOKER VALENCIA PRIMADO REIG,"PRIMADO REIG, 185 -"
SALON JOKER VALENCIA RUZAFA,"CARRER DE RUSSAFA, 24 -"
SALON JOKER VALENCIA XATIVA,"Calle XATIVA ,6 - Valencia"
SALON JOKER VELEZ MALAGA DOLORES IBARRURI,"Avenida DOLORES IBARRURI LA PASIONARIA, 1 -"
SALON JOKER ZUBIA PABLO IGLESIAS (Zubia),"Calle PABLO IGLESIAS, 22 -"
SALON JOSE GROLLO (Valencia),"Calle JOSE GROLLO ,14 - Valencia"
SALON JOSMAN RAFAEL ALBERTI (Rivas),"RAFAEL ALBERTI, 9 -"
SALON JUEGO BAGAR (Mejorada Del Campo),"Calle ANDALUCIA ,3 - Mejorada Del Campo"
SALON JUEGO Y AZAR GENERAL RICARDOS (Madrid),"CALLE GENERAL RICARDOS, 71 -"
SALON JUEGOS BAGAR (Rivas Vaciamadrid),"DE COVIVAR, 8 -"
SALON JUSTO Y PASTOR (Valencia),"Calle SANTOS JUSTO Y PASTOR ,149 - Valencia"
SALON JUYOC (Valencia),PESET ALEIXANDRE -
SALON LA HERMIDA (Santander),"MARQUES DE LA HERMIDA, 34 -"
SALON LA NUCIA (La Nucia),"MARINA BAIXA, 19 - La Nucia"
SALON LAKS RIVER (Fuente Palmera),"CONCEPCION, 22 -"
SALON LARRA (Castellon De La Plana),"Calle LARRA ,35 - Castelló De La Plana"
SALON LAS VEGAS TORREJON DE LA CALZADA,"CALLE REAL, 24 -"
SALON LLANOS (Alicante),"CALLE ALCALDE SUAREZ LLANOS, 17 -"
SALON LUNA PARK (Ferrol),"Calle IGLESIA ,47 - Ferrol"
SALON MADRID JUEGOS FRANCISCO SILVELA (Madrid),"FRANCISCO SILVELA, 50 -"
SALON MANOLO TABERNER (Valencia),"Calle MANOLO TABERNER ,4 - Valencia"
SALON MARCELO USERA (Madrid),"CALLE MARCELO USERA, 61 -"
SALON MEGAPARK (Meco),"SANTA MARIA DE LA CABEZA, 1 -"
SALON MENENDEZ PIDAL (Albacete),"RAMON MENENDEZ PIDAL, 60 -"
SALON MERKUR MEJORADA DEL CAMPO,"CALLE MARQUES DE HINOJARES, 13 -"
SALON MIGUEL ESTEBAN,"CM-310,12 -"
SALON MOBY DICK (Monforte Del Cid),"JACINTO BENAVENTE, 8 -"
SALON MOCEJON (Mocejon),"AVENIDA CASTILLA LA MANCHA, 55 -"
SALON MONEY MONEY III (Badajoz),"JOSE MARIA ALCARAZ Y ALENDA, 20 -"
SALON MONTILLA (Montilla),"ANTONIO GALA, S/N -"
SALON MOSTOLES (Mostoles),"CALLE BALEARES, 18 -"
SALON MOTA DEL CUERVO (Mota Del Cuervo),"CERVANTES, 14 -"
SALON MURO DE ALCOY (Muro De Alcoy),"LA PAU, 16 -"
SALON MUTXAMEL,"Avenida CARLOS SOLER (ESQ. C/ SALVADOR Y VICENTE PEREZ LLEDO) ,14 - Mutxamel"
SALON NEVADA BRAVO MURILLO (Madrid),CALLE BRAVO MURILLO 316 -
SALON NEVADA CARRETAS (Madrid),"CALLE CARRETAS, 12 -"
SALON NEVADA LAS ROZAS,"CONSTITUCION, 2 -"
SALON NEVADA MARCELO USERA 47 (Madrid),"CALLE PILARICA, 18 -"
SALON NEVADA MOSTOLES (Mostoles),"DOS DE MAYO, 25 -"
SALON NEVADA POZUELO (Pozuelo De Alarcon),"ANTONIO DIAZ, 2 -"
SALON NEVADA VALDEMORO,COLON 0001 -
SALON NIAGARA SJ J (Arganda Del Rey),"DULCINEA DEL TOBOSO, 0004 -"
SALON NURCA (Madrid),"OCA, 102 -"
SALON OCIO 21 FUERTEVENTURA (Cordoba),"ISLA FUERTEVENTURA, 55 -"
SALON ONDARA,"Calle VERGEL ,4 - Ondara"
SALON ONIL (Onil),"DE LA PAZ, 4 -"
SALON P CALAHORRA (Calahorra),"PILAR, 10 -"
SALON P ROOM BALEARES (Madrid),"BALEARES, 4 -"
SALON P ROOM PONFERRADA (Madrid),"Calle PONFERRADA, 9 -"
SALON PARDO GIMENO (Alicante),"Calle PARDO GIMENO ,17 - Alacant"
SALON PARIS (Linares),"CORREDERA DE SAN MARCOS, 28 -"
SALON PARLA,"Calle Pinto, 67 -"
SALON PASEO DE EXTREMADURA,"EXTREMADURA, 0003 -"
SALON PEDROÑERAS (Las Pedroñeras),"JUAN XXIII, 23 -"
SALON PEGO (Pego),"POLSEGUERA, 5 -"
SALON PIEDRA,"Pasaje DE PERALES ,1 - San Martín De La Vega"
SALON PLAZA ESPAÑA SJ J (Getafe),"ESPAÑA, 6 -"
SALON PODIUM ARANJUEZ (Aranjuez),"Calle MORERAS ,25 - Aranjuez"
SALON PODIUM CIEMPOZUELOS (Ciempozuelos),"ESTACION, 6 -"
SALON PUEBLA (Puebla De Montalban),"MADRID, 5 -"
SALON PUEBLA DE ALMORADIEL,"SANTA CRUZ, 2 -"
SALON QUINTANAR DE LA ORDEN,"GRANDE, 33 -"
SALON RAMBLA (Alicante),"GENERAL PRIMO DE RIVERA, 14 -"
SALON REAL (San Juan Del Puerto),"REAL, 25 -"
SALON RECREATIVO MAGIC STAR,"Avenida GENERALITAT ,54 - Santa Coloma De Gramenet"
SALON RENO (Burgos),"VICTORIA, 204 -"
SALON RIBERA (Torrent),"Calle RIBERA, LA ,1 - Torrent"
SALON RIO SEGURA (Mostoles),"CALLE RIO SEGURA, 28 -"
SALON ROCIANA (Rociana Del Condado),"LA FUENTE, 91 -"
SALON SALAMANCA (Alicante),"Avenida SALAMANCA, 10 -"
SALON SANTA EUGENIA SJ J (Madrid),"FUENTESPINA, 14 -"
SALON SANTA FE (Huelva),"QUINTERO BAEZ, 10 -"
SALON SAX (Sax),"GRAN VIA, 18 -"
SALON SHANGHAI (Fuengirola),"SEVILLA, 33 -"
SALON SL LAPURBIDE (Ansoain),"LAPURBIDE KALEA, 7 -"
SALON T ADMIRAL BAHIA PLAZA (Palmones),"Carretera ACCESO PALMONES, 0133 -"
SALON T AS DE PICAS CALAHORRA,"GRANDE,2 -"
SALON T EMOTIVA 106 (Naquera),"Calle VALENCIA, 36 -"
SALON T JOKER 88 (Pilas),"PIO XII, 0073 -"
SALON T JOKER CARTAMA (Cartama),"AVENIDA ANDALUCIA, 66 -"
SALON T NEVADA CABALLO DORADO (Madrid),"DOLORES BARRANCO, 0052 -"
SALON T NEVADA PLAZA ESPAÑA (Madrid),"REYES, 0007 -"
SALON T ROYAL CROWN OCA (Madrid),"CALLE OCA, 45 -"
SALON T TREBOL ALCALA 126 (Madrid),"ALCALA, 0126 -"
SALON T TREBOL CLARA REY (Madrid),"Calle CLARA DEL REY, 27 -"
SALON T TREBOL TUTOR (Madrid),"CALLE MARQUES DE URQUIJO, 12 -"
SALON TALAVERA (Talavera De La Reina),"CONSTITUCION, 27 - Talavera De La Reina"
SALON TARAZONA (Tarazona De La Mancha),"DE LA RODA, 40 -"
